IsoYear,BasicPlusPct,LimitedPct,UnimprovedPct,SurfacePct
MSR2000,98.0508343791722,<1,1.94916562082783,<1
MTQ2000,>99,<1,<1,<1
MUS2000,>99,<1,<1,<1
MWI2000,53.8551503867891,14.106290285214,24.4887390379998,7.54982028999701
MYS2000,96.8785596404147,<1,1.86869501262365,<1
MYT2000,-,-,-,-
NAM2000,75.9628102006405,7.36323098164812,7.16085319683093,9.51310562088042
NCL2000,95.10497708421,<1,4.89502291578998,<1
NER2000,37.4862898335816,4.90700978099284,54.743384207267,2.86331617815859
NGA2000,44.4422771880572,8.49529955103487,24.0187354776534,23.0436877832546
NIC2000,80.6461725738748,<1,14.3832777641035,4.36182544772303
NIU2000,>99,<1,<1,<1
NLD2000,>99,<1,<1,<1
NOR2000,>99,<1,<1,<1
NPL2000,79.6697888529143,<1,15.9715215121364,3.38997034183655
NRU2000,98.0817937576702,<1,1.91820624232977,<1
NZL2000,>99,<1,<1,<1
OMN2000,85.6380751384865,9.33946778988418,5.02245707162928,<1
PAK2000,87.3640207649067,2.64888984012399,4.75649283926613,5.23059655570317
PAN2000,89.5552977125429,<1,6.30252898883598,4.14217329862115
PER2000,80.1488865847973,1.2199592278759,11.2614011047585,7.3697530825683
PHL2000,85.9786535058569,3.00409980042391,7.88856198777376,3.12868470594542
PLW2000,>99,<1,<1,<1
PNG2000,31.7545561183875,1.32677586856632,17.535258703682,49.3834093093641
POL2000,-,-,-,-
PRI2000,97.2132456329924,<1,2.78675436700763,<1
PRK2000,>99,<1,<1,-
PRT2000,>99,<1,<1,<1
PRY2000,76.2362190151531,<1,20.8901697431666,2.85992748335478
PSE2000,90.6478557621416,<1,7.75083532378083,1.24057591459217
PYF2000,>99,<1,<1,<1
QAT2000,>99,<1,<1,<1
REU2000,>99,<1,<1,<1
ROU2000,>99,<1,<1,<1
RUS2000,95.346969033031,<1,3.25094441528187,<1
RWA2000,44.4877400812649,21.7231015102986,15.3477395787959,18.4414188296406
SAU2000,-,-,-,-
SDN2000,44.6474372791814,19.508708863109,25.0633145892371,10.7805392684726
SEN2000,59.7555406350506,5.0465586076396,33.5960942209649,1.60180653634492
SGP2000,>99,<1,<1,<1
SHN2000,-,-,-,-
SLB2000,78.684962029243,5.0640109293475,8.6725747127824,7.57845232862706
SLE2000,41.0842285669832,6.59525424396744,15.7268833847496,36.5936338042997
SLV2000,78.6360268784025,6.63448578224238,8.94475891673173,5.78472842262338
SMR2000,>99,<1,<1,<1
SOM2000,23.6610819474626,8.08682859119379,46.2170684659887,22.0350209953549
SPM2000,-,-,-,-
SRB2000,89.3067886279812,10.0606462200738,<1,<1
SSD2000,-,-,-,-
STP2000,68.7559974594775,12.1321650462929,9.15520847690547,9.9566290173241
SUR2000,89.0616560452077,<1,2.91687096697389,7.63161137933404
SVK2000,97.9808919581419,2.01910695208448,<1,<1
SVN2000,>99,<1,<1,<1
SWE2000,>99,<1,<1,<1
SWZ2000,53.4105715325038,4.76450121289003,15.2404811423522,26.5844461122539
SXM2000,96.5385136863648,<1,3.46148631363516,<1
SYC2000,93.9099648774143,<1,6.09003512258568,-
SYR2000,91.5974061680561,5.81074844273406,2.02850505801017,<1
TCA2000,-,-,-,-
TCD2000,38.6325922411663,10.5589419246964,43.9404988191814,6.86796701495592
TGO2000,45.4372036960573,3.82659187522498,27.680141733259,23.0560626954588
THA2000,94.1153642465379,<1,5.10170362467147,<1
TJK2000,56.5062298278567,3.90790015459128,5.84612151885661,33.7397484986954
TKL2000,98.5397002683983,<1,1.46029973160174,<1
TKM2000,87.1464018570597,1.84689603607776,1.62014191233179,9.38656019453079
TLS2000,-,-,-,-
TON2000,98.142789835481,<1,<1,<1
TTO2000,92.204244926856,1.23929055082284,5.40929697076004,1.14716755156107
TUN2000,89.0557231259084,3.52083844785694,6.78011524331368,<1
TUR2000,93.5641620053584,2.03754901058813,4.28833674133559,<1
TUV2000,98.8075336653222,<1,<1,<1
TZA2000,28.6664217644613,7.02339002322655,46.8832006501919,17.4269875621203
UGA2000,26.4169299289341,34.9807450442688,24.5863412764435,14.0159837503536
UKR2000,98.1435324295566,<1,1.76921997800029,<1
URY2000,96.979327450984,<1,2.18859156536845,<1
USA2000,-,-,-,-
UZB2000,87.3126001661737,5.75991037732372,1.94863401751272,4.97885543898988
VAT2000,-,-,-,-
VCT2000,95.4488747696246,<1,4.55112523037539,-
VEN2000,97.2276979084936,<1,<1,1.8405963526296
VGB2000,95.3027397260275,<1,4.69726027397246,<1
VIR2000,98.7183543814679,<1,1.28164561853211,<1
VNM2000,80.5796711166033,<1,9.63064676685154,8.82579338381915
VUT2000,83.3770902301555,1.05918414640281,8.57329630664172,6.99042931679991
WLF2000,>99,<1,<1,<1
WSM2000,87.0628271690696,7.95897631423936,4.65144482219158,<1
YEM2000,40.8790698589101,17.8462208150833,35.2892704421836,5.98543888382306
ZAF2000,84.5774597478668,2.81197737960651,4.39512092146414,8.2154419510625
ZMB2000,47.0029309702879,3.86911528416109,30.0465613816466,19.0813923639045
ZWE2000,71.8693891831637,7.33374999185008,14.6585661866876,6.13829463829867
ABW2001,94.7704911076312,<1,5.13127323758468,<1
AFG2001,27.4735802318339,3.2998826223921,43.8434441272967,25.3830930184773
AGO2001,42.254675873402,20.5565363116523,9.11173497018364,28.0770528447621
AIA2001,96.2702341137124,<1,3.72976588628762,<1
ALB2001,86.9040684917649,9.67868799531496,2.56960594763423,<1
AND2001,>99,<1,<1,<1
ARE2001,>99,<1,<1,<1
ARG2001,96.5228198652942,<1,2.39467931087706,1.08250082382878
ARM2001,95.5879594087231,1.98198504445398,2.2208745760946,<1
ASM2001,95.1859645914257,<1,4.81403540857434,<1
ATG2001,-,-,-,-
AUS2001,>99,<1,<1,<1
AUT2001,>99,<1,<1,<1
AZE2001,74.6393821043784,7.35705262465726,8.08761096918395,9.91595430178042
BDI2001,51.2344752955927,19.4453399070106,14.5406364124631,14.7795483849336
BEL2001,>99,<1,<1,<1
BEN2001,62.0016480421804,7.40736374567674,19.7502518622376,10.8407363499053
BES2001,98.6875364573206,<1,1.31246354267938,<1
BFA2001,57.7408444436632,10.4217092232871,25.5803120054889,6.25713432756085
BGD2001,94.9936859433404,1.12585539479182,1.7462932718917,2.13416538997612
BGR2001,>99,<1,<1,<1
BHR2001,>99,<1,<1,<1
BHS2001,98.2882599365839,<1,1.71174006341607,<1
BIH2001,97.2215557676292,1.30814968892106,1.26513005100458,<1
BLM2001,>99,<1,<1,<1
BLR2001,98.3485371263131,1.36327916950602,<1,<1
BLZ2001,88.0819577807628,1.09513155885749,7.94029090871213,2.88261975166762
BMU2001,>99,<1,<1,<1
BOL2001,81.4940913476166,<1,5.97380249489276,12.195729051269
BRA2001,93.8143435778762,<1,4.73047258845408,<1
BRB2001,98.3344248775752,<1,1.39846356020942,<1
BRN2001,>99,<1,<1,<1
BTN2001,83.4672853946384,2.03428795951105,5.07736254722694,9.42106409862361
BWA2001,75.5201052025927,20.2368368805731,1.39379012983495,2.84926778699929
CAF2001,57.8285774419049,9.07657659458437,26.7364879462862,6.35835801722453
CAN2001,>99,<1,<1,<1
CHE2001,>99,<1,<1,<1
CHL2001,96.062891345866,<1,3.93710865413402,<1
CHN2001,79.2533944100334,<1,17.8211405795806,2.53855994218709
CIV2001,70.7542299686215,8.41346688503566,15.2142743988393,5.61802874750356
CMR2001,57.0664321951166,6.87954133333093,25.9895562564966,10.0644702150559
COD2001,37.5302771813177,8.06079982375717,37.3829408020471,17.025982192878
COG2001,57.4633268356124,9.76580542071999,24.5452796934972,8.22558805017046
COK2001,>99,<1,<1,<1
COL2001,92.2691173355502,<1,4.74383344390196,2.83766181735785
COM2001,90.8413592153922,1.66116517159003,5.8696957591169,1.62777985390089
CPV2001,79.3814347915271,11.0977366042325,9.09963941330984,<1
CRI2001,94.9068629158445,<1,2.02275836655126,2.78928272155613
CUB2001,91.8814444562861,3.01158483914877,4.39479864524323,<1
CUW2001,98.7477120548644,<1,1.25228794513564,<1
CYM2001,96.139263803681,<1,3.850736196319,<1
CYP2001,>99,<1,<1,<1
CZE2001,>99,<1,<1,<1
DEU2001,>99,<1,<1,<1
DJI2001,75.4630899656442,14.8090413701652,8.6861022993561,1.04176636483458
DMA2001,93.9536679921043,<1,6.04633200789573,<1
DNK2001,>99,<1,<1,<1
DOM2001,91.1178324253381,3.92306124698184,3.13149095293162,1.82761537474848
DZA2001,90.1134477964222,5.51748992055873,3.92385292188672,<1
ECU2001,83.0397753678423,<1,8.05708208757008,7.97265259286203
EGY2001,98.2736396834303,<1,1.05342520837364,<1
ERI2001,47.1204254367107,21.5019938586898,26.4922905367019,4.88529016789757
ESH2001,-,-,-,-
ESP2001,>99,<1,<1,<1
EST2001,97.523173119615,<1,2.47682688038505,<1
ETH2001,20.2320410406542,7.77430952867205,41.3946405755398,30.599008855134
FIN2001,>99,<1,<1,<1
FJI2001,94.844077072259,<1,1.97450005145761,2.33993487588753
FLK2001,-,-,-,-
FRA2001,>99,<1,<1,<1
FRO2001,>99,<1,<1,<1
FSM2001,91.0286886006993,<1,8.97131139930075,-
GAB2001,80.810459213385,4.06808563155272,4.4961282409118,10.6253269141505
GBR2001,>99,<1,<1,<1
GEO2001,94.6659474636269,<1,5.18560494343765,<1
GHA2001,66.077473278295,9.75379732840151,8.03300902032989,16.1357203729736
GIB2001,>99,<1,<1,<1
GIN2001,50.7276864760054,14.3091979881872,18.6818526356303,16.2812629001771
GLP2001,>99,<1,<1,<1
GMB2001,72.7780951889904,10.5813170680568,16.563570021606,<1
GNB2001,55.7564928906696,2.78526852733527,38.9247386568785,2.53349992511663
GNQ2001,51.7904428199064,2.34516412865323,16.6462465676346,29.2181464838058
GRC2001,>99,<1,<1,<1
GRD2001,93.5399527788903,1.13611278678815,5.32393443432159,<1
GRL2001,>99,<1,<1,<1
GTM2001,86.8961188585213,<1,9.31686036878146,3.28557428538657
GUF2001,92.7588275498743,<1,7.24117245012572,<1
GUM2001,>99,<1,<1,<1
GUY2001,88.8709622051583,1.85705027930371,4.80850495066744,4.46348256487052
HKG2001,98.8280256816769,<1,1.1719743183231,<1
HND2001,85.914407490473,<1,10.9966598007538,2.95319862539458
HRV2001,98.6556186910646,<1,<1,<1
HTI2001,57.0607657143446,7.07887509741011,21.1423699699908,14.7179892182545
HUN2001,>99,<1,<1,<1
IDN2001,76.2593157969917,<1,19.4686064464429,3.67418303021166
IMN2001,-,-,-,-
IND2001,80.4891122986238,4.22335324931068,13.9624505134218,1.32508393864378
IRL2001,97.1473421011609,<1,2.8526578988391,<1
IRN2001,94.3645968752872,2.17811762719521,3.09995710500054,<1
IRQ2001,81.7364115745549,1.27489031469917,6.36457162993733,10.6241264808086
ISL2001,>99,<1,<1,<1
ISR2001,>99,<1,<1,<1
ITA2001,>99,<1,<1,<1
JAM2001,93.2947825938204,<1,3.25562846613243,2.9302880888421
JOR2001,98.5677892329595,<1,1.16121032083942,<1
JPN2001,98.5041275829008,<1,1.49587241709924,<1
KAZ2001,90.5514736551579,<1,6.80003081784484,1.7249551016301
KEN2001,48.2518992281649,7.13060840011259,16.0942470753939,28.5232452963286
KGZ2001,80.1779002393381,<1,4.43427816605874,14.584705634505
KHM2001,53.6084259872673,<1,22.23885135007,24.1527226626627
KIR2001,61.672187400106,<1,37.805102146847,<1
KNA2001,98.4623525425581,<1,1.53764745744191,<1
KOR2001,-,-,-,-
KWT2001,>99,<1,<1,<1
LAO2001,48.524929236801,<1,26.6321368936851,24.1565411334069
LBN2001,84.8464276114991,6.78038406398589,8.22776832451501,<1
LBR2001,62.9908518572078,3.67739011081291,15.9433230062528,17.3884350257265
LBY2001,85.1020415068801,<1,14.8979584931199,<1
LCA2001,90.3627987209577,1.73222472892086,7.9049765501214,<1
LIE2001,>99,<1,<1,<1
LKA2001,83.1320139640829,1.75464513065172,11.0806996862958,4.0326412189696
LSO2001,65.9923559534695,11.4247381631257,22.072990746223,<1
LTU2001,90.1167290972295,<1,9.88327090277048,<1
LUX2001,>99,<1,<1,<1
LVA2001,97.7993190131004,<1,1.52302375846354,<1
MAC2001,>99,<1,<1,<1
MAF2001,>99,<1,<1,<1
MAR2001,65.6268836626532,5.03759330823666,26.4895724392475,2.84595058986264
MCO2001,>99,<1,<1,<1
MDA2001,83.2538565916286,1.43396765753759,15.3121757508338,<1
MDG2001,37.5806865894037,2.03266234443262,24.1074786505188,36.2791724156449
MDV2001,94.1999675312677,<1,5.53714605866789,<1
MEX2001,91.1740919461825,<1,5.43441034746621,2.41383468323988
MHL2001,88.846454166801,10.6555380782662,<1,<1
MKD2001,96.8894420680536,2.4769550457066,<1,<1
MLI2001,51.3938754520078,4.53711507561248,39.5377604011413,4.5312490712384
MLT2001,>99,<1,<1,<1
MMR2001,49.1890418639071,18.3040020743179,16.9946993981011,15.512256663674
MNE2001,-,-,-,-
MNG2001,63.8930991876622,6.36570560996136,12.3853041573069,17.3558910450696
MNP2001,97.052725714739,<1,2.94727428526096,<1
MOZ2001,23.7660889119429,6.40349809181021,52.8733240382299,16.9570889580169
MRT2001,42.4899515308389,19.3032590310193,32.564522643253,5.64226679488874
MSR2001,98.0521667913175,<1,1.9478332086825,<1
MTQ2001,>99,<1,<1,<1
MUS2001,>99,<1,<1,<1
MWI2001,54.6944365407866,14.4121297771522,23.6009547222722,7.29247895978893
MYS2001,96.9386638984312,<1,1.83006302643287,<1
MYT2001,-,-,-,-
NAM2001,76.3689821667623,7.40450663402678,7.01539744806838,9.21111375114255
NCL2001,95.10497708421,<1,4.89502291578998,<1
NER2001,38.2323921535631,5.38324318801203,53.5235764671429,2.86078819128198
NGA2001,45.7286131867996,8.74032208803707,22.6979551655596,22.8331095596037
NIC2001,80.6712485778784,<1,14.3630255274444,4.29695606017416
NIU2001,>99,<1,<1,<1
NLD2001,>99,<1,<1,<1
NOR2001,>99,<1,<1,<1
NPL2001,80.3252807935525,1.10227181962207,15.2995576625565,3.27288972426892
NRU2001,98.0098979236459,<1,1.99010207635411,<1
NZL2001,>99,<1,<1,<1
OMN2001,85.633767394233,9.34242565666109,5.0238069491059,<1
PAK2001,87.6027830851505,2.6504829011599,4.71274128148698,5.03399273220263
PAN2001,89.9173275396009,<1,6.08923682471947,3.99343563567962
PER2001,80.9349728807421,1.19901164403596,10.8496937582952,7.01632171692665
PHL2001,86.3458339282834,3.02006937036014,7.6752176210391,2.95887908031738
PLW2001,>99,<1,<1,<1
PNG2001,31.7415215472398,1.32604340402021,17.5372921103466,49.3951429383934
POL2001,-,-,-,-
PRI2001,97.3607259079284,<1,2.63927409207156,<1
PRK2001,>99,<1,<1,-
PRT2001,>99,<1,<1,<1
PRY2001,77.7879198510234,<1,19.5459285265796,2.65203624682366
PSE2001,91.0515758847298,<1,7.41201035335042,1.17635865261757
PYF2001,>99,<1,<1,<1
QAT2001,>99,<1,<1,<1
REU2001,>99,<1,<1,<1
ROU2001,>99,<1,<1,<1
RUS2001,95.3464835099557,<1,3.25129402577975,<1
RWA2001,45.597310878186,21.6067853647618,15.0575583610422,17.73834539601
SAU2001,-,-,-,-
SDN2001,44.6614226219873,19.5101610476179,25.0543677980307,10.774048532364
SEN2001,60.8756144546024,5.02713365881614,32.5648891488492,1.53236273773224
SGP2001,>99,<1,<1,<1
SHN2001,-,-,-,-
SLB2001,78.7391928680405,5.05566640237498,8.6557912056167,7.5493495239678
SLE2001,41.4103627667537,6.56849705969651,15.6461545115005,36.3749856620493
SLV2001,78.8357152170907,6.58338198951853,8.86562772234139,5.71527507104942
SMR2001,>99,<1,<1,<1
SOM2001,25.2286233809906,9.21510553364847,43.6265578370268,21.9297132483341
SPM2001,-,-,-,-
SRB2001,89.3019468426874,10.0746270063019,<1,<1
SSD2001,-,-,-,-
STP2001,69.2697762193741,12.5023367694855,8.6917178837312,9.53616912740922
SUR2001,89.5297819244383,<1,2.78858888884243,7.2621406697297
SVK2001,97.9794240308172,2.02057698634914,<1,<1
SVN2001,>99,<1,<1,<1
SWE2001,>99,<1,<1,<1
SWZ2001,54.2574981440142,4.99415959479451,14.9087755186897,25.8395667425016
SXM2001,96.4441033512408,<1,3.55589664875924,<1
SYC2001,94.0354088114929,<1,5.96459118850709,-
SYR2001,91.7406521757531,5.8084163147091,1.95296997270362,<1
TCA2001,-,-,-,-
TCD2001,39.2138927756731,10.6796585523631,43.2169641217366,6.8894845502273
TGO2001,46.6980356737527,3.95770937320254,26.9886069142917,22.355648038753
THA2001,94.4878833636638,<1,4.74622717227829,<1
TJK2001,57.7750572442872,3.89466714371409,5.71978653645029,32.6104890755484
TKL2001,98.5397002683983,<1,1.46029973160174,<1
TKM2001,87.8085791666655,1.85889836798993,1.52285123075289,8.80967123459167
TLS2001,-,-,-,-
TON2001,98.1427383710084,<1,<1,<1
TTO2001,92.5626192854622,1.26818715397739,5.09656826892254,1.07262529163788
TUN2001,89.399554212514,3.51305510606185,6.45083350834939,<1
TUR2001,93.648936259095,2.03416432678871,4.20776181370505,<1
TUV2001,98.8325857832986,<1,<1,<1
TZA2001,30.0731838916507,7.46924176570642,45.2361373621255,17.2214369805174
UGA2001,27.6913009833106,34.8191348389182,23.9393221134303,13.5502420643409
UKR2001,98.1941878154647,<1,1.71847692744383,<1
URY2001,97.0455793320333,<1,2.13682031998368,<1
USA2001,-,-,-,-
UZB2001,87.8034491937997,5.56160224166958,1.8373354397196,4.79761312481112
VAT2001,-,-,-,-
VCT2001,95.6056700719459,<1,4.39432992805415,-
VEN2001,97.0506030485361,<1,<1,1.80502957102547
VGB2001,95.6828767123288,<1,4.31712328767117,<1
VIR2001,98.7183489436179,<1,1.28165105638207,<1
VNM2001,81.4385538908643,<1,9.30830420485889,8.31054023992892
VUT2001,83.4244118648733,1.05725672705994,8.55212855224365,6.96620285582305
WLF2001,>99,<1,<1,<1
WSM2001,87.0579948902936,7.96081943324831,4.65441682436801,<1
YEM2001,41.1093304126388,17.8567873011248,35.0813224012404,5.952559884996
ZAF2001,85.1010025883376,2.81851796830144,4.22364684462454,7.85683259873643
ZMB2001,47.9858422064884,4.0050649215015,29.5368208779794,18.4722719940307
ZWE2001,72.0160476663628,7.30170102460291,14.5797489038859,6.10250240514845
ABW2002,95.0521758597543,<1,4.84296987144713,<1
AFG2002,29.6748627315109,3.60717720555628,42.2603935029854,24.4575665599474
AGO2002,43.3768004555676,20.0143759329492,9.14161348158354,27.4672101298997
AIA2002,96.371237458194,<1,3.62876254180603,<1
ALB2002,87.4516357159612,9.19202992781715,2.5882533153895,<1
AND2002,>99,<1,<1,<1
ARE2002,>99,<1,<1,<1
ARG2002,96.7554692969689,<1,2.22411620357983,1.02041449945127
ARM2002,95.8591152115814,1.8471481002398,2.07265992023816,<1
ASM2002,95.4396387926897,<1,4.56036120731028,<1
ATG2002,-,-,-,-
AUS2002,>99,<1,<1,<1
AUT2002,>99,<1,<1,<1
AZE2002,75.870284030868,6.98351904040026,7.79908528320714,9.34711164552454
BDI2002,51.8093345293413,19.4664410332054,14.5744125494912,14.1498118879621
BEL2002,>99,<1,<1,<1
BEN2002,62.2761523914598,7.44590001863827,19.8395305371506,10.4384170527514
BES2002,98.7531596344546,<1,1.24684036554541,<1
BFA2002,57.267023312211,11.458178402589,25.364380608447,5.91041767675291
BGD2002,95.1737696316763,1.11939103263433,1.65286772858025,2.05397160710915
BGR2002,>99,<1,<1,<1
BHR2002,>99,<1,<1,<1
BHS2002,98.3310242623522,<1,1.66897573764776,<1
BIH2002,97.1708059849212,1.4885790946805,1.15329678233435,<1
BLM2002,>99,<1,<1,<1
BLR2002,98.3409034123984,1.37258594128209,<1,<1
BLZ2002,88.7324999475269,1.10396704689582,7.48065897370635,2.6828740318709
